isco_code,occupation,task,vector,difficulty_threshold,time_weight_pct,machine_credit_2026
7124,Thermal Insulators,"Remove old insulation, such as asbestos, following safety procedures.",Phi_U,0.42,7.5,0.103
7124,Thermal Insulators,"Applying slabs and sheets of insulating or sound-absorbing materials to walls, floors and ceilings of buildings.",Phi_U,0.42,7.5,0.103
7124,Thermal Insulators,"Examining plans, specifications and work sites to determine the type, quality and quantity of insulation material required.",Phi_U,0.42,6.6,0.103
7124,Thermal Insulators,"Applying insulating materials to exposed surfaces of equipment such as boilers, pipes and tanks.",Phi_U,0.42,7.5,0.103
7125,Glaziers,"Read and interpret blueprints or specifications to determine size, shape, color, type, or thickness of glass, location of framing, installation procedures, or staging or scaffolding materials requi...",C_G,0.6,11.1,0.44
7125,Glaziers,"Install pre-assembled metal or wood frameworks for windows or doors to be fitted with glass panels, using hand tools.",Phi_U,0.58,10.3,0.031
7125,Glaziers,"Fabricate or install metal sashes or moldings for glass installation, using aluminum or steel framing.",Phi_U,0.58,10.3,0.031
7125,Glaziers,"Cut, fit, install, repair, or replace glass or glass substitutes, such as plastic or aluminum, in building interiors or exteriors or in furniture or other products.",Phi_U,0.58,10.1,0.031
7125,Glaziers,"Drive trucks to installation sites and unload mirrors, glass equipment, or tools.",Phi_S,0.55,9.9,0.327
7125,Glaziers,"Cut and attach mounting strips, metal or wood moldings, rubber gaskets, or metal clips to surfaces in preparation for mirror installation.",Phi_U,0.42,9.7,0.103
7125,Glaziers,Cut and remove broken glass prior to installing replacement glass.,Phi_U,0.58,9.5,0.031
7125,Glaziers,"Selecting the type of glass to be used, cutting to right size and shape and installing in windows, doors, showers and partitions of buildings.",Phi_U,0.58,7.3,0.031
7125,Glaziers,"Installing glass and mirrors in skylights, display cases, interior walls and ceilings.",Phi_U,0.58,7.3,0.031
7125,Glaziers,Installing or replacing windscreens in vehicles or boats.,Phi_U,0.58,7.3,0.031
7125,Glaziers,"Creating decorative glass features such as glass walls, staircases, balustrades and stained-glass windows.",Phi_U,0.7,7.3,0.012
7126,Plumbers,Cut pipes to required lengths.,Phi_U,0.42,11.2,0.103
7126,Plumbers,"Install underground storm, sanitary, or water piping systems, extending piping as needed to connect fixtures and plumbing.",Phi_U,0.58,10.7,0.031
7126,Plumbers,"Assemble pipe sections, tubing, or fittings, using couplings, clamps, screws, bolts, cement, plastic solvent, caulking, or soldering, brazing, or welding equipment.",Phi_U,0.58,10.7,0.031
7126,Plumbers,"Locate and mark the position of pipe installations, connections, passage holes, or fixtures in structures, using measuring instruments such as rulers or levels.",Phi_U,0.42,10.7,0.103
7126,Plumbers,"Cut, thread, or hammer pipes to specifications, using tools such as saws, cutting torches, pipe threaders, or pipe benders.",Phi_U,0.42,10.6,0.103
7126,Plumbers,Install or repair sanitary or stormwater sewer structures or pipe systems.,Phi_U,0.58,11.9,0.031
7126,Plumbers,Align and position pipes to prepare them for welding or sealing.,Phi_U,0.58,10.6,0.031
7126,Plumbers,"Installing gas appliances, dishwashers and water heaters, sinks and toilets using hand and power tools.",Phi_U,0.58,7.8,0.031
7126,Plumbers,"Laying clay, concrete or cast-iron pipes in ditches to form sewers, drains or water mains, or for other purposes.",Phi_U,0.42,7.8,0.103
7126,Plumbers,"Inspecting, examining and testing installed systems and pipes, using pressure gauge, hydrostatic testing, observation or other methods.",Phi_U,0.58,7.8,0.031
7214,Structural Metalworkers,"Bolt aligned structural steel members in position for permanent riveting, bolting, or welding into place.",Phi_U,0.58,10.1,0.031
7214,Structural Metalworkers,"Fasten structural steel members to hoist cables, using chains, cables, or rope.",Phi_U,0.42,9.8,0.103
7214,Structural Metalworkers,"Position and secure steel bars, rods, cables, or mesh in concrete forms, using fasteners, rod-bending machines, blowtorches, or hand tools.",Phi_U,0.5,9.6,0.057
7214,Structural Metalworkers,"Hoist steel beams, girders, or columns into place, using cranes or signaling hoisting equipment operators to lift and position structural steel members.",Phi_U,0.42,9.6,0.103
7214,Structural Metalworkers,"Verify vertical and horizontal alignment of structural steel members, using plumb bobs, laser equipment, transits, or levels.",Phi_U,0.58,9.6,0.031
7214,Structural Metalworkers,Lay out and examine metal stock or workpieces to be processed to ensure that specifications are met.,C_R,0.43,9.6,0.933
7214,Structural Metalworkers,"Marking metal framework as a guide when drilling, cutting, and shaping them for use in buildings, ships and other structures.",Phi_U,0.42,7.7,0.103
7214,Structural Metalworkers,"Drilling, cutting and shaping structural steel in a workshop.",Phi_U,0.42,6.8,0.103
7214,Structural Metalworkers,"Erecting steel framework for buildings, bridges and other constructions.",Phi_U,0.42,6.8,0.103
7214,Structural Metalworkers,Shaping and fitting structural-steel plates of ships under construction or repair.,Phi_U,0.58,6.8,0.031
7214,Structural Metalworkers,"Riveting structural-metal members by hand, machine or pneumatic riveter.",Phi_U,0.42,6.8,0.103
7214,Structural Metalworkers,Dismantle structural metal frames of buildings.,Phi_U,0.42,6.8,0.103
7222,Precision Metal Workers,Fit and align fabricated parts to be welded or assembled.,P_A,0.65,11.5,0.69
7222,Precision Metal Workers,"Set up and operate conventional or computer numerically controlled machine tools such as lathes, milling machines, or grinders to cut, bore, grind, or otherwise shape parts to prescribed dimensions...",P_A,0.55,12.8,0.832
7222,Precision Metal Workers,"Set up and operate machine tools, such as milling machines, lathes, drill presses, and grinders, to machine castings or patterns.",P_A,0.55,11.5,0.832
7222,Precision Metal Workers,"Reading and interpreting engineering drawings and specifications of tools, dies, prototypes or models.",C_G,0.7,7.9,0.261
7222,Precision Metal Workers,"Preparing templates and sketches, and determining work processes.",C_R,0.43,7.9,0.933
7222,Precision Metal Workers,"Visualizing and computing dimensions, sizes, shapes, and tolerances of assemblies, based on specifications.",C_G,0.6,7.9,0.44
7222,Precision Metal Workers,"Positioning, securing and measuring metal stock or castings to lay out for machining.",P_A,0.6,7.9,0.769
7222,Precision Metal Workers,"Fitting and assembling parts to make and repair jigs, fixtures and gauges.",P_A,0.55,9.1,0.832
7222,Precision Metal Workers,Repairing and modifying sports guns and other small arms.,Phi_U,0.58,7.9,0.031
7222,Precision Metal Workers,Making and repairing metal patterns for preparation of foundry moulds.,Phi_U,0.55,7.9,0.039
7222,Precision Metal Workers,"Laying out lines and reference points on metal stock to guide other workers who cut, turn, mill, grind or otherwise shape metal.",P_A,0.55,7.9,0.832
7222-lock,Locksmiths,Insert new or repaired tumblers into locks to change combinations.,Phi_U,0.58,34.2,0.031
7222-lock,Locksmiths,Set up and maintain master key systems.,Phi_U,0.42,33.5,0.103
7222-lock,Locksmiths,"Disassemble mechanical or electrical locking devices, and repair or replace worn tumblers, springs, and other parts, using hand tools.",Phi_U,0.58,32.3,0.031
7223,CNC Operators,"Machine parts to specifications, using machine tools, such as lathes, milling machines, shapers, or grinders.",P_A,0.55,10.4,0.832
7223,CNC Operators,Set up and operate computer-controlled machines or robots to perform one or more machine functions on metal or plastic workpieces.,P_A,0.65,11.4,0.69
7223,CNC Operators,"Mount, install, align, and secure tools, attachments, fixtures, and workpieces on machines, using hand tools and precision measuring instruments.",Phi_U,0.58,10.0,0.031
7223,CNC Operators,"Review program specifications or blueprints to determine and set machine operations and sequencing, finished workpiece dimensions, or numerical control sequences.",C_G,0.65,10.0,0.345
7223,CNC Operators,Monitor machine cycles and mill operation to detect jamming and to ensure that products conform to specifications.,P_A,0.55,10.0,0.832
7223,CNC Operators,"Inspect workpieces for defects, and measure workpieces to determine accuracy of machine operation, using rules, templates, or other measuring instruments.",P_A,0.43,11.4,0.928
7223,CNC Operators,"Adjust and correct machine set-ups to reduce thicknesses, reshape products, and eliminate product defects.",P_A,0.55,10.0,0.832
7223,CNC Operators,Setting one or more types of machine tool for production of metal articles in standardised series.,P_A,0.55,6.7,0.832
7223,CNC Operators,"Operating and monitoring metalworking machines, such as lathes, milling, planing, boring, drilling, grinding or honing machines, including multi-purpose numerically controlled metalworking machines.",P_A,0.55,6.7,0.832
7223,CNC Operators,"Observing machine operations to detect work piece defects or machine malfunctions, adjusting machines as necessary.",P_A,0.55,6.7,0.832
7223,CNC Operators,"Changing worn machine accessories, such as cutting tools and brushes, using hand tools.",P_A,0.55,6.7,0.832
7231,Car Mechanics,"Allow all glass parts installed with urethane ample time to cure, taking temperature and humidity into account.",Phi_U,0.58,9.9,0.031
7231,Car Mechanics,Inspect vehicles for damage and record findings so that necessary repairs can be made.,Phi_U,0.58,9.9,0.031
7231,Car Mechanics,"Record repairs made, time spent, and parts used.",C_R,0.35,9.9,0.964
7231,Car Mechanics,"Dismantle engines and repair or replace defective parts, such as magnetos, carburetors, or generators.",Phi_U,0.58,9.9,0.031
7231,Car Mechanics,Install replacement glass in vehicles.,Phi_U,0.58,9.9,0.031
7231,Car Mechanics,"Test and inspect engines to determine malfunctions, to locate missing and broken parts, and to verify repairs, using diagnostic instruments.",Phi_U,0.58,9.7,0.031
7231,Car Mechanics,Detecting and diagnosing faults in engines and parts.,C_G,0.7,6.5,0.261
7231,Car Mechanics,"Fitting, examining, testing and servicing motor vehicle and motorcycle engines.",Phi_U,0.55,6.5,0.039
7231,Car Mechanics,Replacing engine components or complete engines.,Phi_U,0.58,6.5,0.031
7231,Car Mechanics,"Installing or adjusting motors and brakes, and adjusting steering or other parts of motor vehicles.",Phi_U,0.55,8.3,0.039
7231,Car Mechanics,"Performing scheduled maintenance services, such as oil changes, lubrications and engine tune-ups, to achieve smoother running of vehicles and ensure compliance with pollution regulations.",Phi_U,0.42,6.5,0.103
7231,Car Mechanics,Reassembling engines and parts after being repaired.,Phi_U,0.58,6.5,0.031
7311,Precision Instrument Makers,"Clean, rinse, and dry timepiece parts, using solutions and ultrasonic or mechanical watch-cleaning machines.",Phi_U,0.3,13.7,0.231
7311,Precision Instrument Makers,"Adjust timing regulators, using truing calipers, watch-rate recorders, and tweezers.",P_A,0.6,13.2,0.769
7311,Precision Instrument Makers,"Inspect, test, or troubleshoot malfunctioning medical or related equipment, following manufacturers' specifications and using test and analysis instruments.",C_R,0.43,13.0,0.933
7311,Precision Instrument Makers,"Repairing, cleaning, and adjusting mechanisms of timing instruments, such as watches and clocks.",Phi_U,0.58,8.4,0.031
7311,Precision Instrument Makers,"Testing timepiece accuracy and performance, using meters and other electronic instruments.",P_A,0.55,9.7,0.832
7311,Precision Instrument Makers,"Calibrating instruments or scales, using hand tools, computer, or electronic devices.",P_A,0.65,8.4,0.69
7311,Precision Instrument Makers,"Inspecting components, connections, and drive mechanisms to detect defects.",Phi_S,0.55,8.4,0.327
7311,Precision Instrument Makers,"Assembling instruments and devices, such as barometers, control valves, gyroscopes, hygrometers, speedometers, tachometers, and thermostats.",P_A,0.55,8.4,0.832
7311,Precision Instrument Makers,"Testing, calibrating, and adjusting electronic, mercurial, aneroid, and other types of meteorological instruments for compliance with printed specifications and schematic diagrams, using voltmeters...",C_G,0.6,8.4,0.44
7311,Precision Instrument Makers,Checking whether assembled units conform to specifications and ensuring stipulated performance and sensitivity by standard tests.,P_A,0.55,8.4,0.832
7311-horology,Watch and Clock Repairers,"Clean, rinse, and dry timepiece parts, using solutions and ultrasonic or mechanical watch-cleaning machines.",Phi_U,0.3,14.4,0.231
7311-horology,Watch and Clock Repairers,"Adjust timing regulators, using truing calipers, watch-rate recorders, and tweezers.",Phi_U,0.65,14.4,0.018
7311-horology,Watch and Clock Repairers,"Test timepiece accuracy and performance, using meters and other electronic instruments.",Phi_U,0.42,17.9,0.103
7311-horology,Watch and Clock Repairers,"Demagnetize mechanisms, using demagnetizing machines.",Phi_U,0.42,13.6,0.103
7311-horology,Watch and Clock Repairers,"Fabricate parts for watches and clocks, using small lathes and other machines.",Phi_U,0.7,11.7,0.012
7311-horology,Watch and Clock Repairers,"Repairing, cleaning, and adjusting mechanisms of timing instruments, such as watches and clocks.",Phi_U,0.7,9.3,0.012
7311-horology,Watch and Clock Repairers,"Inspecting components, connections, and drive mechanisms to detect defects.",Phi_U,0.6,9.3,0.027
7311-horology,Watch and Clock Repairers,Checking whether assembled units conform to specifications and ensuring stipulated performance and sensitivity by standard tests.,C_R,0.43,9.3,0.933
7412,Electrical Fitters,"Record repairs made, time spent, and parts used.",C_R,0.35,9.7,0.964
7412,Electrical Fitters,"Assemble, install, repair, and maintain elevators, escalators, moving sidewalks, and dumbwaiters, using hand and power tools, and testing devices such as test lamps, ammeters, and voltmeters.",Phi_U,0.58,9.5,0.031
7412,Electrical Fitters,"Test and inspect engines to determine malfunctions, to locate missing and broken parts, and to verify repairs, using diagnostic instruments.",Phi_U,0.58,9.5,0.031
7412,Electrical Fitters,"Disassemble defective units, and repair or replace parts such as locks, gears, cables, and electric wiring.",Phi_U,0.58,9.5,0.031
7412,Electrical Fitters,"Inspect and test equipment and circuits to identify malfunctions or defects, using wiring diagrams and testing devices such as ohmmeters, voltmeters, or ammeters.",C_R,0.43,10.9,0.933
7412,Electrical Fitters,"Fitting, adjusting and repairing various kinds of electrical machinery and motors, generators, switchgear and control apparatus, instruments, or electrical parts of elevators and related equipment.",P_A,0.55,6.2,0.832
7412,Electrical Fitters,"Fitting, adjusting and repairing electrical parts in domestic appliances, industrial machines and other appliances.",P_A,0.55,13.7,0.832
7412,Electrical Fitters,Inspecting and testing manufactured electrical products.,C_R,0.43,6.2,0.933
7412,Electrical Fitters,"Installing, testing, connecting, commissioning, maintaining and modifying electrical equipment, wiring and control systems.",Phi_U,0.58,6.2,0.031
7412,Electrical Fitters,"Designing, installing, maintaining, servicing and repairing electric and hydraulic passenger and freight lifts, escalators, moving walkways and other lift equipment.",C_G,0.6,6.2,0.44
7412,Electrical Fitters,Connecting electrical systems to power supply.,Phi_U,0.58,6.2,0.031
7412,Electrical Fitters,Replacing and repairing defective parts.,Phi_U,0.58,6.2,0.031
7412-wind,Wind Turbine Technicians,"Troubleshoot or repair mechanical, hydraulic, or electrical malfunctions related to variable pitch systems, variable speed control systems, converter systems, or related components.",Phi_U,0.58,13.3,0.031
7412-wind,Wind Turbine Technicians,"Perform routine maintenance on wind turbine equipment, underground transmission systems, wind fields substations, or fiber optic sensing and control systems.",Phi_U,0.58,12.9,0.031
7412-wind,Wind Turbine Technicians,Diagnose problems involving wind turbine generators or control systems.,C_G,0.55,12.9,0.54
7412-wind,Wind Turbine Technicians,Start or restart wind turbine generator systems to ensure proper operations.,P_A,0.55,12.6,0.832
7412-wind,Wind Turbine Technicians,"Climb wind turbine towers to inspect, maintain, or repair equipment.",Phi_U,0.55,12.5,0.039
7412-wind,Wind Turbine Technicians,"Train end-users, distributors, installers, or other technicians in wind commissioning, testing, or other technical procedures.",C_G,0.55,10.8,0.54
7412-wind,Wind Turbine Technicians,"Fitting, adjusting and repairing various kinds of electrical machinery and motors, generators, switchgear and control apparatus, instruments, or electrical parts of elevators and related equipment.",Phi_U,0.55,8.3,0.039
7412-wind,Wind Turbine Technicians,"Installing, testing, connecting, commissioning, maintaining and modifying electrical equipment, wiring and control systems.",Phi_U,0.58,8.3,0.031
7412-wind,Wind Turbine Technicians,Replacing and repairing defective parts.,Phi_U,0.58,8.3,0.031
7521,Wood Treaters,Monitor machine operations to detect malfunctions and report or resolve problems.,P_A,0.55,14.0,0.832
7521,Wood Treaters,"Monitor equipment operation, gauges, and panel lights to detect deviations from standards.",P_A,0.55,13.8,0.832
7521,Wood Treaters,"Start machines, and turn valves or move controls to feed, admit, apply, or transfer materials and adhesives, and to adjust temperature, pressure, and time settings.",P_A,0.52,12.2,0.863
7521,Wood Treaters,Perform test production runs and make adjustments as necessary to ensure that completed products meet standards and specifications.,P_A,0.55,11.9,0.832
7521,Wood Treaters,"Operating and tending kilns, treating tanks and other equipment to dry lumber, prepare and season wood and other wood products, and to treat chemically and impregnate wood products with preservatives.",P_A,0.65,8.0,0.69
7521,Wood Treaters,Assisting in maintaining processing equipment and machines as required.,P_A,0.55,8.0,0.832
7521,Wood Treaters,"Cleaning, lubricating and adjusting equipment.",P_A,0.3,8.0,0.973
7521,Wood Treaters,"Transporting materials and products to and from work areas, manually or using carts, handtrucks, or hoists.",Phi_S,0.55,8.0,0.327
7521,Wood Treaters,Completing and maintaining production reports.,P_A,0.55,8.0,0.832
7521,Wood Treaters,Tend wood treatment processing equipment.,P_A,0.43,8.0,0.928
7543,Quality Inspectors,"Discard or reject products, materials, or equipment not meeting specifications.",P_A,0.55,9.7,0.832
7543,Quality Inspectors,"Mark items with details, such as grade or acceptance-rejection status.",C_R,0.35,13.6,0.964
7543,Quality Inspectors,"Measure dimensions of products to verify conformance to specifications, using measuring instruments, such as rulers, calipers, gauges, or micrometers.",C_R,0.43,9.3,0.933
7543,Quality Inspectors,Notify supervisors or other personnel of production problems.,C_R,0.4,10.8,0.947
7543,Quality Inspectors,"Inspect, test, or measure materials, products, installations, or work for conformance to specifications.",P_A,0.5,8.1,0.881
7543,Quality Inspectors,"Read blueprints, data, manuals, or other materials to determine specifications, inspection and testing procedures, adjustment methods, certification processes, formulas, or measuring instruments…",C_R,0.43,8.9,0.933
7543,Quality Inspectors,"Monitor production operations or equipment to ensure conformance to specifications, making necessary process or assembly adjustments.",P_A,0.55,7.7,0.832
7543,Quality Inspectors,"Inspect or test raw materials, parts, or products to determine compliance with environmental standards.",C_R,0.58,8.9,0.808
7543,Quality Inspectors,"Record inspection or test data, such as weights, temperatures, grades, or moisture content, and quantities inspected or graded.",C_R,0.43,8.8,0.933
7543,Quality Inspectors,"Analyze test data, making computations as necessary, to determine test results.",C_G,0.6,8.8,0.44
7543,Quality Inspectors,Grading and classifying natural textile fibres for spinning and winding.,P_A,0.6,5.4,0.769
8111,Miners and Quarriers,Perform safety checks on equipment before operating.,P_A,0.43,14.6,0.928
8111,Miners and Quarriers,Perform tests to determine if methane gas is present.,Phi_U,0.42,14.6,0.103
8111,Miners and Quarriers,"Positioning, operating and monitoring the performance of a variety of underground and surface mining equipment including continuous mining, cutting and channelling plant.",P_A,0.55,8.8,0.832
8111,Miners and Quarriers,Setting up and operating drilling equipment in underground and surface mines and quarries.,P_A,0.42,8.8,0.933
8111,Miners and Quarriers,"Operating machinery and using tools to remove loosened rock, ore, coal and other deposits.",P_A,0.55,8.8,0.832
8111,Miners and Quarriers,"Preparing, fitting and installing supports in underground workings including rock bolts.",Phi_U,0.58,8.8,0.031
8111,Miners and Quarriers,"Operating machinery to open new shafts, drives, air vents and rises.",P_A,0.55,8.8,0.832
8111,Miners and Quarriers,"Performing minor maintenance and repairs and lubricating and cleaning plant, machines and tools.",Phi_U,0.58,8.8,0.031
8111,Miners and Quarriers,Completing records detailing operations completed during shifts.,C_R,0.35,8.8,0.964
8111,Miners and Quarriers,Collecting mineral samples for laboratory analysis.,Phi_U,0.42,8.8,0.103
8189,Plant Operators,"Observe packages moving along conveyors to identify packages, detect defective packaging, and perform quality control.",P_A,0.65,10.1,0.69
8189,Plant Operators,"Adjust machine components according to specifications such as widths, lengths, and thickness of materials and amounts of glue, cement, or adhesive required.",P_A,0.55,9.9,0.832
8189,Plant Operators,Monitor machine operations to detect malfunctions and report or resolve problems.,P_A,0.55,11.4,0.832
8189,Plant Operators,"Start machines, and turn valves or move controls to feed, admit, apply, or transfer materials and adhesives, and to adjust temperature, pressure, and time settings.",P_A,0.52,9.8,0.863
8189,Plant Operators,"Observe conveyor operations and monitor lights, dials, and gauges to maintain specified operating levels and to detect equipment malfunctions.",P_A,0.55,9.8,0.832
8189,Plant Operators,"Fill machines with glue, cement, or adhesives.",P_A,0.55,9.8,0.832
8189,Plant Operators,"Record production data such as weights, types, quantities, and storage locations of materials, as well as equipment performance problems and downtime.",C_R,0.43,9.8,0.933
8189,Plant Operators,"Manipulate valves, switches, and buttons, or key commands into control panels to start semiconductor processing cycles.",P_A,0.6,9.8,0.769
8189,Plant Operators,"Repair or replace equipment components or parts such as blades, rolls, and pumps.",Phi_U,0.55,9.8,0.039
8189,Plant Operators,"Maintain processing, production, and inspection information and reports.",C_R,0.43,9.7,0.933
8342,Earthmoving Operators,"Move levers and turn valves to activate power hammers, or to raise and lower drophammers that drive piles to required depths.",Phi_S,0.55,15.1,0.327
8342,Earthmoving Operators,"Move levers, depress foot pedals, and turn dials to operate power machinery, such as power shovels, stripping shovels, scraper loaders, or backhoes.",Phi_S,0.55,14.9,0.327
8342,Earthmoving Operators,"Operating and monitoring excavating machinery equipped with moveable shovel, grab-bucket or dragline bucket, to excavate and move earth, rock, sand, gravel or similar materials.",Phi_U,0.55,11.3,0.039
8342,Earthmoving Operators,"Operating and monitoring machinery for digging trenches for sewers, drainage, water, oil, gas or similar pipelines.",Phi_S,0.55,9.8,0.327
8342,Earthmoving Operators,"Operating and monitoring machinery equipped with concave steel blade to move, distribute and level earth, sand, snow and other materials.",Phi_S,0.55,9.8,0.327
8342,Earthmoving Operators,"Operating and monitoring equipment to remove sand, gravel and mud from bottom of body of water.",Phi_S,0.55,9.8,0.327
8342,Earthmoving Operators,"Operating and monitoring machines for hammering wooden, concrete or steel piles into ground.",Phi_S,0.55,9.8,0.327
8342,Earthmoving Operators,"Operating and monitoring power roller to compact and smooth layers of materials in making roads, pavements and similar work.",Phi_S,0.55,9.8,0.327
8342,Earthmoving Operators,"Operating and monitoring machines which spread and smooth concrete or bituminous or tar preparations to construct roadways, roads or similar surfaces.",Phi_S,0.55,9.8,0.327
8350,Ships Deck Crews,"Stand watch in ships' bows or bridge wings to look for obstructions in a ship's path or to locate navigational aids, such as buoys or lighthouses.",Phi_S,0.7,19.0,0.128
8350,Ships Deck Crews,Standing look-out watches at sea and when entering or leaving harbour or other narrow waters.,Phi_S,0.55,13.5,0.327
8350,Ships Deck Crews,Steering ship according to instructions.,Phi_S,0.7,13.5,0.128
8350,Ships Deck Crews,"Handling ropes and wires, and operates mooring equipment.",Phi_S,0.55,13.5,0.327
8350,Ships Deck Crews,"Maintaining and, in some cases, operating ship?s equipment, cargo gear, rigging, life-saving and fire- fighting appliances.",Phi_S,0.7,13.5,0.128
8350,Ships Deck Crews,"Performing deck and hull cleaning, scraping, painting and other maintenance duties as required.",Phi_U,0.58,13.5,0.031
8350,Ships Deck Crews,"Breaking out, rigging and stowing cargo-handling gear, stationary rigging and running gear.",Phi_S,0.55,13.5,0.327
9112,Vehicle Cleaners,"Keep storage areas and carts well-stocked, clean, and tidy.",Phi_U,0.3,10.6,0.231
9112,Vehicle Cleaners,"Carry linens, towels, toilet items, and cleaning supplies, using wheeled carts.",Phi_U,0.3,10.8,0.231
9112,Vehicle Cleaners,"Service, clean, or supply restrooms.",Phi_U,0.3,10.6,0.231
9112,Vehicle Cleaners,"Clean building floors by sweeping, mopping, scrubbing, or vacuuming.",Phi_U,0.58,10.6,0.031
9112,Vehicle Cleaners,"Empty wastebaskets, empty and clean ashtrays, and transport other trash and waste to disposal areas.",Phi_U,0.3,10.6,0.231
9112,Vehicle Cleaners,"Observe precautions required to protect hotel and guest property and report damage, theft, and found articles to supervisors.",Phi_U,0.42,10.4,0.103
9112,Vehicle Cleaners,Follow procedures for the use of chemical cleaners and power equipment to prevent damage to floors and fixtures.,Phi_U,0.42,10.4,0.103
9112,Vehicle Cleaners,"Sweeping or vacuum-cleaning, washing and polishing floors, furniture and other fixtures in buildings, coaches, buses, trams, trains and aircraft.",Phi_U,0.3,10.8,0.231
9112,Vehicle Cleaners,"Making beds, cleaning bathrooms, supplying towels, soap and related items.",Phi_U,0.3,7.6,0.231
9112,Vehicle Cleaners,"Cleaning kitchens and generally helping with kitchen work, including dishwashing.",Phi_U,0.3,7.6,0.231
9211,Crop Farm Workers,"Record information about crops, such as pesticide use, yields, or costs.",C_R,0.43,11.1,0.933
9211,Crop Farm Workers,"Participate in the inspection, grading, sorting, storage, and post-harvest treatment of crops.",Phi_U,0.43,10.8,0.096
9211,Crop Farm Workers,"Repair and maintain farm vehicles, implements, and mechanical equipment.",Phi_U,0.58,10.3,0.031
9211,Crop Farm Workers,Harvest fruits and vegetables by hand.,Phi_U,0.43,10.0,0.096
9211,Crop Farm Workers,Inform farmers or farm managers of crop progress.,C_R,0.35,9.8,0.964
9211,Crop Farm Workers,Digging and shovelling to clear ditches or for other purposes.,Phi_U,0.42,8.0,0.103
9211,Crop Farm Workers,"Loading and unloading supplies, produce and other materials.",Phi_U,0.42,8.0,0.103
9211,Crop Farm Workers,"Watering, thinning, and weeding crops by hand or using hand tools.",Phi_U,0.42,8.0,0.103
9211,Crop Farm Workers,"Picking fruit, nuts, vegetables and other crops.",Phi_U,0.42,8.0,0.103
9211,Crop Farm Workers,"Planting and harvesting field crops, such as rice, by hand.",Phi_U,0.43,8.0,0.096
9211,Crop Farm Workers,"Performing minor repairs on fixtures, buildings and fences.",Phi_U,0.58,8.0,0.031
9313,Construction Laborers,Erect scaffolding or other installation structures.,Phi_U,0.42,11.3,0.103
9313,Construction Laborers,"Cut materials to specified sizes for installation, using power saws or tile cutters.",Phi_U,0.58,11.3,0.031
9313,Construction Laborers,"Lubricate, clean, or repair machinery, equipment, or tools.",Phi_U,0.58,11.1,0.031
9313,Construction Laborers,"Modify material moving, mixing, grouting, grinding, polishing, or cleaning procedures, according to installation or material requirements.",Phi_U,0.3,11.1,0.231
9313,Construction Laborers,Clean work areas and equipment.,Phi_U,0.3,12.5,0.231
9313,Construction Laborers,"Transport materials, tools, or machines to installation sites, manually or using conveyance equipment.",Phi_S,0.42,11.1,0.579
9313,Construction Laborers,Cleaning used building bricks and doing other simple work on demolition sites.,Phi_U,0.58,7.9,0.031
9313,Construction Laborers,"Mixing pouring and spreading materials such as concrete, plaster and mortar (c) digging and filling holes and trenches using hand held tools.",Phi_U,0.42,7.9,0.103
9313,Construction Laborers,"Spreading sand, soil, gravel and similar materials.",Phi_U,0.42,7.9,0.103
9313,Construction Laborers,"Loading and unloading construction materials, excavated material and equipment and transporting them around construction sites using wheelbarrows, hods and hand trucks.",Phi_S,0.55,7.9,0.327
9329,Factory Workers,"Mount, install, align, and secure tools, attachments, fixtures, and workpieces on machines, using hand tools and precision measuring instruments.",Phi_U,0.58,19.4,0.031
9329,Factory Workers,"Stop machines to remove finished workpieces or to change tooling, setup, or workpiece placement, according to required machining sequences.",P_A,0.55,18.8,0.832
9329,Factory Workers,"Conveying goods, material, equipment, etc. to work area, removing finished pieces.",P_A,0.55,12.4,0.832
9329,Factory Workers,"Loading and unloading vehicles, trucks and trolleys.",Phi_S,0.55,12.4,0.327
9329,Factory Workers,"Clearing machine blockages, cleaning machinery, equipment and tools.",Phi_U,0.3,12.4,0.231
9329,Factory Workers,Carrying out manual sorting of products or components.,P_A,0.55,12.4,0.832
9329,Factory Workers,"Perform a variety of manual tasks in manufacturing, excluding packing.",P_A,0.55,12.4,0.832
9329-warehouse,Warehouse Workers,Answer customers' questions about merchandise and advise customers on merchandise selection.,C_G,0.6,10.9,0.44
9329-warehouse,Warehouse Workers,"Install protective devices, such as bracing, padding, or strapping, to prevent shifting or damage to items being transported.",Phi_S,0.58,10.7,0.277
9329-warehouse,Warehouse Workers,Maintain equipment storage areas to ensure that inventory is protected.,Phi_S,0.43,10.7,0.56
9329-warehouse,Warehouse Workers,Sort cargo before loading and unloading.,Phi_S,0.4,10.1,0.618
9329-warehouse,Warehouse Workers,Keep records of out-going orders.,C_R,0.43,10.1,0.933
9329-warehouse,Warehouse Workers,Operate equipment such as forklifts.,Phi_S,0.55,11.6,0.327
9329-warehouse,Warehouse Workers,"Conveying goods, material, equipment, etc. to work area, removing finished pieces.",Phi_S,0.55,7.2,0.327
9329-warehouse,Warehouse Workers,"Loading and unloading vehicles, trucks and trolleys.",Phi_S,0.55,7.2,0.327
9329-warehouse,Warehouse Workers,"Clearing machine blockages, cleaning machinery, equipment and tools.",Phi_U,0.3,7.2,0.231
9329-warehouse,Warehouse Workers,Carrying out manual sorting of products or components.,Phi_S,0.4,7.2,0.618
9329-warehouse,Warehouse Workers,"Perform a variety of manual tasks in manufacturing, excluding packing.",Phi_S,0.4,7.2,0.618
